EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;1225;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;4784;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MSLP;SAN SALVADOR;;;EL SALVADOR;AMÉRICA CENTRAL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;26946;6483;5446;499;1;6483008;0;0;0;54000;1,1;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;10395;0;0;0;0;26946;20914;5838;499;1;20914088;0;0;0;54000;1,31667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;62434;0;0;0;0;282960;163576;40318;5240;2;163577072;0;0;0;108000;7,05;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;111913;0;0;0;0;424440;293211;63076;7860;3;293212064;0;0;0;162000;10,7333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;6770;0;0;0;0;29052;5723;5013;538;1;5723244;0;0;0;54000;1,23333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;87156;21314;16336;1614;3;21315022;0;0;0;162000;3,45;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;8964;0;9604;166;2;0;0;0;0;108000;1,53333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;16317;0;0;0;0;49356;14832;15480;914;2;14832849;0;0;0;108000;2,36667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;78;0;0;0;0;47196;68;6944;874;1;68172;0;0;0;54000;1,65;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;24960;0;0;0;0;568620;169403;78406;10530;5;169404528;0;0;0;270000;15,1667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;9075;0;0;0;0;21384;4908;10913;396;3;4910268;0;0;0;162000;1,9;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;3905;0;0;0;0;278748;8979;32880;5162;2;8979299;0;0;0;108000;8,13333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;500;0;0;0;0;278748;13638;33147;5162;2;13638004;0;0;0;108000;8,43333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;17772;36;0;0;0;1369548;75121;158606;25362;6;75122244;152172;0;0;324000;34,7833;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;28824;0;0;0;0;228258;110045;30668;4227;1;110045720;0;0;0;54000;5,33333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;18484;0;0;0;0;116856;19999;18891;2164;2;19999688;0;0;0;108000;3,71667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;28402;0;0;0;0;459432;104366;61799;8508;2;104367636;0;0;0;108000;11,8;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;86700;0;0;0;0;229716;149745;32181;4254;1;149745056;0;0;0;54000;5,68333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;24678;0;4528;457;1;0;0;0;0;54000;1,01667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;235008;12142;25317;4352;1;12142080;0;0;0;54000;5,73333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;240570;89019;29535;4455;1;89019808;0;0;0;54000;5,73333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;MSLP;SAN SALVADOR;;;EL SALVADOR;AMÉRICA CENTRAL;INTERNACIONAL;NÃO REGULAR;0;0;34135;0;0;0;0;340632;215323;48559;6308;1;215323584;0;0;0;54000;8,08333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;EBBR;BRUSSELS/ZAVENTEM;;;BÉLGICA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;EBBR;BRUSSELS/ZAVENTEM;;;BÉLGICA;EUROPA;INTERNACIONAL;REGULAR;0;0;62623;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;EBLG;LIÈGE;;;BÉLGICA;EUROPA;INTERNACIONAL;REGULAR;0;0;23355;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;GVAC;ILHA DO SAL;;;CABO VERDE;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;165402;0;24101;3063;1;0;0;0;0;54000;4,25;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;GVAC;ILHA DO SAL;;;CABO VERDE;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;661608;433282;93013;12252;4;433282792;0;0;0;216000;16,4;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;10692;286;13606;198;3;286902;0;0;0;162000;1,91667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;7128;2884;8928;132;2;2884332;334290;0;0;108000;1,53333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;64152;28577;28542;1188;9;28516752;478104;64152;0;486000;6,75;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;7128;2052;3113;132;1;2052468;0;0;0;54000;0,85;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;144666;4423;18173;2679;1;4423029;0;0;0;54000;4,03333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;8787;0;0;0;0;235764;38364;26996;4366;1;38364040;0;0;0;54000;6,06667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;141966;80442;21019;2629;1;80442144;0;0;0;54000;3,68333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;63504;31971;9639;1176;1;31971912;0;0;0;54000;1,96667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;41634;20428;7919;771;1;20428416;0;0;0;54000;1,65;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;35910;18217;6847;665;1;18217676;0;0;0;54000;1,51667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;46696;0;0;0;0;359478;319010;54344;6657;1;319010112;0;0;0;54000;8,75;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;44912;0;0;0;0;359478;330826;52955;6657;1;330826272;0;0;0;54000;8,76667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SDSC;SÃO CARLOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;7992;0;2965;148;1;0;0;0;0;54000;1,23333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;245757;0;0;0;0;779760;709744;110337;14440;5;709746224;0;0;0;270000;20,3833;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;149759;0;0;0;0;467856;432502;69840;8664;3;432503984;0;0;0;162000;12,1167;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;58428;3994;7798;1082;1;3994744;0;0;0;54000;1,7;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;84834;0;11722;1571;1;0;0;0;0;54000;2,68333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;4134;0;0;0;0;204282;15638;24032;3783;1;15638922;0;0;0;54000;5,15;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SGES;CIUDAD DEL ESTE;;;PARAGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;44712;7083;6636;828;1;7083540;207828;0;0;54000;1,35;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SGES;CIUDAD DEL ESTE;;;PARAGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;89424;5047;12322;1656;2;4168980;0;879336;0;108000;2,8;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;465540;0;0;0;0;1314900;1133585;200832;24350;10;1133589912;0;0;0;540000;39,55;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;357257;0;0;0;0;1051920;872503;161045;19480;8;872506768;0;0;0;432000;30,2;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBSJ;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;38732;0;0;0;0;121122;86907;17079;2243;1;86907280;0;0;0;54000;3,08333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2026;1;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;84942;11748;10090;1573;1;11748737;0;0;0;54000;2,33333;0
MAA;AEROTRANSPORTES MAS DE CARGA S.A. DE C.V.;ESTRANGEIRA;2026;1;MMSM;ZUMPANGO, STATE OF MEXICO;;;MÉXICO;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;69183;0;0;;;;;;;;;;;;;;0
MAA;AEROTRANSPORTES MAS DE CARGA S.A. DE C.V.;ESTRANGEIRA;2026;1;MMSM;ZUMPANGO, STATE OF MEXICO;;;MÉXICO;AMÉRICA DO NORTE;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;962612;458336;0;19875;3;458337384;0;0;0;145300;25,75;0
MAA;AEROTRANSPORTES MAS DE CARGA S.A. DE C.V.;ESTRANGEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MMSM;ZUMPANGO, STATE OF MEXICO;;;MÉXICO;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;126698;0;0;0;0;1186086;933382;0;22101;3;933384144;0;0;0;161000;27,95;0
MAA;AEROTRANSPORTES MAS DE CARGA S.A. DE C.V.;ESTRANGEIRA;2026;1;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;467418;178560;0;7743;3;178561324;0;0;0;181100;11,283;0
MWM;MODERN TRANSPORTE AEREO DE CARGA S.A;BRASILEIRA;2026;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;42121;0;0;0;0;148481;138995;39483;7796;4;138996836;11694;0;0;76184;11,95;0
MWM;MODERN TRANSPORTE AEREO DE CARGA S.A;BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;21143;0;0;0;0;156710;55393;31640;7860;3;55394660;0;0;0;59813;11,3833;0
